oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
vivo,iQOO Neo 855,2019,2019,159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Y11 (2019),2019,2019,159.4 x 76.8 x 8.9 mm (6.28 x 3.02 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1544 pixels (~268 ppi density)
vivo,Y3 (4GB+64GB),2019,2019,159.4 x 76.7 x 8.9 mm (6.28 x 3.02 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1544 pixels (~268 ppi density)
vivo,Y3,2019,2019,159.4 x 76.7 x 8.9 mm (6.28 x 3.02 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1544 pixels (~268 ppi density)
vivo,NEX 3 5G,2019,2019,167.4 x 76.1 x 9.4 mm (6.59 x 3.00 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2256 pixels (~363 ppi density)
vivo,V17 Pro,2019,2019,159 x 74.7 x 9.8 mm (6.26 x 2.94 x 0.39 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
vivo,NEX 3,2019,2019,167.4 x 76.1 x 9.4 mm (6.59 x 3.00 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2256 pixels (~363 ppi density)
vivo,Z1x,2019,2019,159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,iQOO Pro 5G,2019,2019,158.8 x 75.7 x 9.3 mm (6.25 x 2.98 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,iQOO Pro,2019,2019,158.8 x 75.7 x 9.3 mm (6.25 x 2.98 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Y90,2019,2019,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
vivo,V17 Neo,2019,2019,159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Z1Pro,2019,2019,162.4 x 77.3 x 8.9 mm (6.39 x 3.04 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,iQOO Neo,2019,2019,159.5 x 75.2 x 8.1 mm (6.28 x 2.96 x 0.32 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Z5x,2019,2019,162.4 x 77.3 x 8.9 mm (6.39 x 3.04 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,S1 Pro (China),2019,2019,157.3 x 74.7 x 8.2 mm (6.19 x 2.94 x 0.32 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Z3x,2019,2019,154.8 x 75 x 7.9 mm (6.09 x 2.95 x 0.31 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2280 pixels
vivo,Y17,2019,2019,159.4 x 76.8 x 8.9 mm (6.28 x 3.02 x 0.35 in),,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1544 pixels (~268 ppi density)
vivo,Y12,2019,2019,159.4 x 76.8 x 8.9 mm (6.28 x 3.02 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1544 pixels (~268 ppi density)
vivo,S1 (China),2019,2019,162 x 76 x 8.5 mm (6.38 x 2.99 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
vivo,Y91i (India),2019,2019,155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
vivo,Y15S (2015),2015,2015,131.4 x 66.2 x 9 mm (5.17 x 2.61 x 0.35 in),,Dual SIM (Micro-SIM,dual stand-by),,16M colors,,480 x 854 pixels
vivo,Y15 (2013),2013,Discontinued,131.4 x 66.2 x 9 mm (5.17 x 2.61 x 0.35 in),,Dual SIM (Micro-SIM,dual stand-by),,16M colors,,480 x 854 pixels
VK Mobile,VK4500,2005,Discontinued,98 x 49 x 16.9 mm (3.86 x 1.93 x 0.67 in),,Mini-SIM,TFT,,2,176 x 220 pixels (~141 ppi density),V1
VK Mobile,VK800,2005,Discontinued,79 x 44 x 23.7 mm (3.11 x 1.73 x 0.93 in),,Mini-SIM,TFT,,,128 x 143 pixels,V1
Vodafone,Smart V10,2019,2019,151.3 x 69.9 x 8.2 mm (5.96 x 2.75 x 0.32 in),,Nano-SIM,IPS LCD capacitive touchscreen,,5.9,720 x 1560 pixels,19.5:9 ratio (~291 ppi density)
Vodafone,Smart N10,2019,2019,148.8 x 69.9 x 8.4 mm (5.86 x 2.75 x 0.33 in),,Nano-SIM,IPS LCD capacitive touchscreen,,5.67,720 x 1500 pixels (~293 ppi density),Accelerometer
Vodafone,247 Solar,2010,Discontinued,,,Mini-SIM,TFT,,1.44,,V1
Vodafone,V720,,Discontinued,97 x 46 x 16.8 mm (3.82 x 1.81 x 0.66 in),,Mini-SIM,TFT,,2,240 x 320 pixels,4:3 ratio (~200 ppi density)
Wiko,Y80,2019,2019,160 x 76.5 x 8.6 mm (6.30 x 3.01 x 0.34 in),,Dual SIM (Micro-SIM/Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
Wiko,Sunny3,2019,2019,146.7 x 74 x 10 mm (5.78 x 2.91 x 0.39 in),,Dual SIM (Micro-SIM,dual stand-by),,16M colors,,480 x 854 pixels
Wiko,View3 Pro,2019,2019,159.5 x 75 x 8.1 mm (6.28 x 2.95 x 0.32 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Wiko,View3,2019,2019,159 x 76.5 x 8.2 mm (6.26 x 3.01 x 0.32 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Wiko,Sunny2 Plus,2017,2017,146.3 x 73.7 x 9.8 mm (5.76 x 2.90 x 0.39 in),,Dual SIM (Micro-SIM/Mini-SIM,dual stand-by),,16M colors,,480 x 854 pixels
Wiko,Sunny2,2017,2017,126.6 x 66.3 x 11.4 mm (4.98 x 2.61 x 0.45 in),,Dual SIM (Micro-SIM,dual stand-by),,16M colors,,480 x 800 pixels
Wiko,Sunny Max,2016,2016,128.3 x 66.3 x 13.2 mm (5.05 x 2.61 x 0.52 in),,Dual SIM (Mini-SIM,dual stand-by),,16M colors,,480 x 800 pixels
Xiaomi,Redmi 9,2020,2020,163.3 x 77 x 9.1 mm (6.43 x 3.03 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi 10X Pro 5G,2020,2020,164.2 x 75.8 x 9 mm (6.46 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi 10X 5G,2020,2020,164.2 x 75.8 x 9 mm (6.46 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi 10X 4G,2020,2020,162.3 x 77.2 x 8.9 mm (6.39 x 3.04 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi K30i 5G,2020,2020,165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Poco F2 Pro,2020,2020,163.3 x 75.4 x 8.9 mm (6.43 x 2.97 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi K30 5G Racing,2020,2020,165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi Note 9 Pro,2020,2020,165.8 x 76.7 x 8.8 mm (6.53 x 3.02 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi Note 9,2020,2020,162.3 x 77.2 x 8.9 mm (6.39 x 3.04 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi Note 10 Lite,2020,2020,157.8 x 74.2 x 9.7 mm (6.21 x 2.92 x 0.38 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi 10 Youth 5G,2020,2020,164 x 74.8 x 7.9 mm (6.46 x 2.94 x 0.31 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Mi 10 Lite 5G,2020,2020,163.7 x 74.8 x 7.9 mm (6.44 x 2.94 x 0.31 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi K30 Pro Zoom,2020,2020,163.3 x 75.4 x 8.9 mm (6.43 x 2.97 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi K30 Pro,2020,2020,163.3 x 75.4 x 8.9 mm (6.43 x 2.97 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi Note 9S,2020,2020,165.8 x 76.7 x 8.8 mm (6.53 x 3.02 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi Note 9 Pro Max,2020,2020,165.5 x 76.7 x 8.8 mm (6.52 x 3.02 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi Note 9 Pro (India),2020,2020,165.8 x 76.7 x 8.8 mm (6.53 x 3.02 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Black Shark 3 Pro,2020,2020,177.8 x 83.3 x 10.1 mm (7.00 x 3.28 x 0.40 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1440 x 3120 pixels
Xiaomi,Black Shark 3,2020,2020,168.7 x 77.3 x 10.4 mm (6.64 x 3.04 x 0.41 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Mi 10 Pro 5G,2020,2020,162.5 x 74.8 x 9 mm (6.40 x 2.94 x 0.35 in),,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi 10 5G,2020,2020,162.5 x 74.8 x 9 mm (6.40 x 2.94 x 0.35 in),,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi 8A Pro,2020,2020,156.5 x 75.4 x 9.4 mm (6.16 x 2.97 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Xiaomi,Redmi 8A Dual,2020,2020,156.5 x 75.4 x 9.4 mm (6.16 x 2.97 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Xiaomi,Poco X2,2020,2020,165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi K30,2019,2019,165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi K30 5G,2019,2020,165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Xiaomi,Redmi Note 8T,2019,2019,161.1 x 75.4 x 8.6 mm (6.34 x 2.97 x 0.34 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi Note 10 Pro,2019,2019,157.8 x 74.2 x 9.7 mm (6.21 x 2.92 x 0.38 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi Note 10,2019,2019,157.8 x 74.2 x 9.7 mm (6.21 x 2.92 x 0.38 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi CC9 Pro,2019,2019,157.8 x 74.2 x 9.7 mm (6.21 x 2.92 x 0.38 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Watch Color,2020,2020,53.3 x 46.2 x 11.4 mm (2.10 x 1.82 x 0.45 in),,,AMOLED capacitive touchscreen,,1.39,454 x 454 pixels,1:1 ratio (~462 ppi density)
Xiaomi,Mi Watch,2019,2019,44.7 x 36.9 x 12.3 mm (1.76 x 1.45 x 0.48 in),,eSIM,Super AMOLED capacitive touchscreen,,1.78,368 x 448 pixels (~326 ppi density),Accelerometer
Xiaomi,Redmi 8,2019,2019,156.5 x 75.4 x 9.4 mm (6.16 x 2.97 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Xiaomi,Redmi 8A,2019,2019,156.5 x 75.4 x 9.4 mm (6.16 x 2.97 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Xiaomi,Mi Mix Alpha,2019,2020,154.4 x 72.3 x 10.4 mm (6.08 x 2.85 x 0.41 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,2088 x 2250 pixels (~388 ppi density)
Xiaomi,Mi 9 Pro 5G,2019,2019,157.2 x 74.6 x 8.5 mm (6.19 x 2.94 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi 9 Pro,2019,2019,157.2 x 74.6 x 8.5 mm (6.19 x 2.94 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi K20 Pro Premium,2019,2019,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi 9 Lite,2019,2019,156.8 x 74.5 x 8.7 mm (6.17 x 2.93 x 0.34 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi Note 8 Pro,2019,2019,161.4 x 76.4 x 8.8 mm (6.35 x 3.01 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Black Shark 2 Pro,2019,2019,163.6 x 75 x 8.8 mm (6.44 x 2.95 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi A3,2019,2019,153.5 x 71.9 x 8.5 mm (6.04 x 2.83 x 0.33 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1560 pixels
Xiaomi,Redmi 7A,2019,2019,146.3 x 70.4 x 9.6 mm (5.76 x 2.77 x 0.38 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
Xiaomi,Mi CC9e,2019,2019,153.5 x 71.9 x 8.5 mm (6.04 x 2.83 x 0.33 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1560 pixels
Xiaomi,Mi CC9,2019,2019,156.8 x 74.5 x 8.7 mm (6.17 x 2.93 x 0.34 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi Note 8,2019,2019,158.3 x 75.3 x 8.4 mm (6.23 x 2.96 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi 9T Pro,2019,2019,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Mi 9T,2019,2019,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi K20,2019,2019,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi K20 Pro,2019,2019,156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi Note 7S,2019,2019,159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Xiaomi,Redmi Y3,2019,2019,158.7 x 75.6 x 8.5 mm (6.25 x 2.98 x 0.33 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Xiaomi,Redmi 5 Plus (Redmi Note 5),2018,2018,158.5 x 75.5 x 8.1 mm (6.24 x 2.97 x 0.32 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2160 pixels
Xiaomi,Mi Max 4,,Cancelled,,,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2310 pixels (~354 ppi density)
Xiaomi,Mi Max 4 Pro,,Cancelled,,,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2310 pixels (~354 ppi density)
Xiaomi,Mi 9X,,Cancelled,,,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
Yezz,Max 1 Plus,2019,2019,148.7 x 70.9 x 8.9 mm (5.85 x 2.79 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
Yezz,LIV1,2019,2019,138.5 x 65.8 x 9.5 mm (5.45 x 2.59 x 0.37 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,480 x 960 pixels
ZTE,nubia Red Magic 5G Lite,2020,2020,171.7 x 78.5 x 9.1 mm (6.76 x 3.09 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,nubia Play,2020,2020,171.7 x 78.5 x 9.1 mm (6.76 x 3.09 x 0.36 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,Axon 11 4G,2020,2020,159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,Axon 11 5G,2020,2020,159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,nubia Red Magic 5G,2020,2020,168.6 x 78 x 9.8 mm (6.64 x 3.07 x 0.39 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,Axon 10s Pro 5G,2020,Discontinued,159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,Blade Max View,2019,2019,163.1 x 74.9 x 8.1 mm (6.42 x 2.95 x 0.32 in),,Nano-SIM,IPS LCD capacitive touchscreen,,6,1080 x 2160 pixels,18:9 ratio (~402 ppi density)
ZTE,Blade A7 Prime,2019,2019,156.7 x 72.9 x 8.1 mm (6.17 x 2.87 x 0.32 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1560 pixels
ZTE,Blade 10 Prime,2019,2019,158 x 75.2 x 7.9 mm (6.22 x 2.96 x 0.31 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2280 pixels
ZTE,Blade 20,2019,2019,162.9 x 76.6 x 9 mm (6.41 x 3.02 x 0.35 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1560 pixels
ZTE,nubia Red Magic 3s,2019,2019,171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,nubia Z20,2019,2019,158.6 x 75.3 x 9 mm (6.24 x 2.96 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,nubia X 5G,2019,Cancelled,,,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2280 pixels
ZTE,Blade A5 (2019),2019,2019,145.8 x 70 x 9.6 mm (5.74 x 2.76 x 0.38 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
ZTE,Blade A3 (2019),2019,2019,137.4 x 67.5 x 10.5 mm (5.41 x 2.66 x 0.41 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,480 x 960 pixels
ZTE,Blade L8,2019,2019,137.4 x 67.5 x 10.5 mm (5.41 x 2.66 x 0.41 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,480 x 960 pixels
ZTE,nubia Red Magic 3,2019,2019,171.7 x 78.5 x 9.7 mm (6.76 x 3.09 x 0.38 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,Axon 10 Pro,2019,2019,159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2340 pixels
ZTE,Blade V10 Vita,2019,2019,157.1 x 75.8 x 8.1 mm (6.19 x 2.98 x 0.32 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
ZTE,Blade A7 Vita,2018,2018,147 x 69.5 x 7.9 mm (5.79 x 2.74 x 0.31 in),,Hybrid Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1440 pixels
ZTE,Blade A7,2019,2019,154 x 72.8 x 7.9 mm (6.06 x 2.87 x 0.31 in),,Dual SIM,IPS LCD capacitive touchscreen,,6.01,720 x 1560 pixels,19.5:9 ratio (~286 ppi density)
ZTE,V889M,2012,Discontinued,120.5 x 63.6 x 11.9 mm (4.74 x 2.50 x 0.47 in),,Dual SIM (Mini-SIM),TFT capacitive touchscreen,,480 x 800 pixels,5:3 ratio (~233 ppi density),Accelerometer
ZTE,N880E,2012,Discontinued,119 x 61 x 10.4 mm (4.69 x 2.40 x 0.41 in),,Mini-SIM,TFT capacitive touchscreen,,480 x 800 pixels,5:3 ratio (~233 ppi density),Accelerometer
ZTE,Skate Acqua,2012,Discontinued,,,Mini-SIM,TFT capacitive touchscreen,,4,480 x 800 pixels,5:3 ratio (~233 ppi density)
ZTE,Sage,2010,Discontinued,93 x 49 x 13.5 mm (3.66 x 1.93 x 0.53 in),,Mini-SIM,TFT resistive touchscreen,,,,V1
Benefon,Vega,1999,Discontinued,145 x 56 x 23 mm (5.71 x 2.20 x 0.91 in),,Mini-SIM,Monochrome graphic,,6 lines,V1,
Garmin-Asus,nuvifone M10,2010,Discontinued,,,Mini-SIM,TFT resistive touchscreen,,3.5,480 x 800 pixels,5:3 ratio (~267 ppi density)
Gigabyte,GSmart G1305 Boston,2010,Discontinued,116 x 56.8 x 12.4 mm (4.57 x 2.24 x 0.49 in),,Mini-SIM,TFT capacitive touchscreen,,3.2,320 x 480 pixels,3:2 ratio (~180 ppi density)
Gigabyte,GSmart,,Cancelled,103 x 54 x 13.4 mm (4.06 x 2.13 x 0.53 in),,Mini-SIM,TFT capacitive touchscreen,,2.8,240 x 320 pixels,4:3 ratio (~143 ppi density)
Google,Pixel 4 XL,2019,2019,160.4 x 75.1 x 8.2 mm (6.31 x 2.96 x 0.32 in),,Nano-SIM card & eSIM,P-OLED capacitive touchscreen,,6.3,1440 x 3040 pixels,19:9 ratio (~537 ppi density)
Google,Pixel 4,2019,2019,147.1 x 68.8 x 8.2 mm (5.79 x 2.71 x 0.32 in),,Nano-SIM card & eSIM,P-OLED capacitive touchscreen,,5.7,1080 x 2280 pixels,19:9 ratio (~444 ppi density)
Google,Pixel 3a XL,2019,2019,160.1 x 76.1 x 8.2 mm (6.30 x 3.00 x 0.32 in),,Nano-SIM,eSIM,,16M colors,,1080 x 2160 pixels
Google,Pixel 3a,2019,2019,151.3 x 70.1 x 8.2 mm (5.96 x 2.76 x 0.32 in),,Nano-SIM,OLED capacitive touchscreen,,5.6,1080 x 2220 pixels,18.5:9 ratio (~441 ppi density)
Haier,N60,2005,Discontinued,94 x 48 x 25 mm (3.70 x 1.89 x 0.98 in),,Mini-SIM,TFT resistive touchscreen,,,320 x 240 pixels,4:3 ratio
Haier,T3000,2005,Discontinued,85 x 45 x 23.5 mm (3.35 x 1.77 x 0.93 in),,Mini-SIM,65K colors,,128 x 160 pixels,V1,
Haier,V280,2005,Discontinued,109 x 44 x 14.5 mm (4.29 x 1.73 x 0.57 in),,Mini-SIM,65K colors,,128 x 160 pixels,V1,
Haier,V190,2004,Discontinued,106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in),,Mini-SIM,65K colors,,128 x 128 pixels,1:1 ratio,V1
Haier,V100,2004,Discontinued,106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in),,Mini-SIM,65K colors,,128 x 128 pixels,1:1 ratio,V1
Haier,P5,2003,Discontinued,135 x 28 x 18 mm (5.31 x 1.10 x 0.71 in),,Mini-SIM,Monochrome,,64 x 102 pixels,16:10 ratio,V1
Haier,Z8000,2004,Discontinued,83 x 44 x 23.8 mm (3.27 x 1.73 x 0.94 in),,Mini-SIM,4096 colors,,128 x 128 pixels,1:1 ratio,V1
Honor,8S 2020,2020,2020,147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1520 pixels
Honor,Play4,2020,2020,170 x 78.5 x 8.9 mm (6.69 x 3.09 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Honor,Play4 Pro,2020,2020,162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Honor,X10 5G,2020,2020,163.7 x 76.5 x 8.8 mm (6.44 x 3.01 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,1080 x 2400 pixels
Honor,V6,2020,2020,245.2 x 154.9 x 7.8 mm (9.65 x 6.10 x 0.31 in),,,IPS LCD capacitive touchscreen,,10.4,1200 x 2000 pixels,5:3 ratio (~224 ppi density)
Honor,9A,2020,2020,159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),,Dual SIM (Nano-SIM,dual stand-by),,16M colors,,720 x 1600 pixels
